Subject,Item,Condition,Word,RT,RegionP,PositionP,DistractorP,Position,Distractor
102,9,cond4,1,688,Others,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,2,784,Others,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,3,784,Others,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,4,512,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,5,704,Reflexive,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,6,608,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,7,595,Others,Direct object,Mismatch,-0.5,-0.5
102,9,cond4,8,576,Others,Direct object,Mismatch,-0.5,-0.5
102,10,cond1,0,735,Others,Preposition,Match,0.5,0.5
102,10,cond1,1,784,Others,Preposition,Match,0.5,0.5
102,10,cond1,2,640,Others,Preposition,Match,0.5,0.5
102,10,cond1,3,768,Others,Preposition,Match,0.5,0.5
102,10,cond1,4,706,Pre-reflexive,Preposition,Match,0.5,0.5
102,10,cond1,5,765,Reflexive,Preposition,Match,0.5,0.5
102,10,cond1,6,609,Post-reflexive,Preposition,Match,0.5,0.5
102,10,cond1,7,719,Others,Preposition,Match,0.5,0.5
102,10,cond1,8,769,Others,Preposition,Match,0.5,0.5
102,11,cond2,0,527,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,1,624,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,2,656,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,3,592,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,4,1136,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
102,11,cond2,5,816,Reflexive,Preposition,Mismatch,0.5,-0.5
102,11,cond2,6,816,Post-reflexive,Preposition,Mismatch,0.5,-0.5
102,11,cond2,7,592,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,8,688,Others,Preposition,Mismatch,0.5,-0.5
102,11,cond2,9,480,Others,Preposition,Mismatch,0.5,-0.5
102,12,cond3,0,369,Others,Direct object,Match,-0.5,0.5
102,12,cond3,1,591,Others,Direct object,Match,-0.5,0.5
102,12,cond3,2,608,Others,Direct object,Match,-0.5,0.5
102,12,cond3,3,577,Others,Direct object,Match,-0.5,0.5
102,12,cond3,4,719,Pre-reflexive,Direct object,Match,-0.5,0.5
102,12,cond3,5,NA,Reflexive,Direct object,Match,-0.5,0.5
102,12,cond3,6,NA,Post-reflexive,Direct object,Match,-0.5,0.5
102,12,cond3,7,NA,Others,Direct object,Match,-0.5,0.5
102,12,cond3,8,NA,Others,Direct object,Match,-0.5,0.5
102,12,cond3,9,NA,Others,Direct object,Match,-0.5,0.5
102,13,cond4,0,415,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,1,544,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,2,686,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,3,689,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,4,610,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,5,623,Reflexive,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,6,592,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,7,447,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,8,NA,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,9,NA,Others,Direct object,Mismatch,-0.5,-0.5
102,13,cond4,10,NA,Others,Direct object,Mismatch,-0.5,-0.5
102,14,cond1,0,496,Others,Preposition,Match,0.5,0.5
102,14,cond1,1,479,Others,Preposition,Match,0.5,0.5
102,14,cond1,2,416,Others,Preposition,Match,0.5,0.5
102,14,cond1,3,640,Others,Preposition,Match,0.5,0.5
102,14,cond1,4,559,Pre-reflexive,Preposition,Match,0.5,0.5
102,14,cond1,5,561,Reflexive,Preposition,Match,0.5,0.5
102,14,cond1,6,816,Post-reflexive,Preposition,Match,0.5,0.5
102,14,cond1,7,656,Others,Preposition,Match,0.5,0.5
102,15,cond2,0,767,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,1,656,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,2,672,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,3,529,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,4,639,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
102,15,cond2,5,560,Reflexive,Preposition,Mismatch,0.5,-0.5
102,15,cond2,6,496,Post-reflexive,Preposition,Mismatch,0.5,-0.5
102,15,cond2,7,593,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,8,674,Others,Preposition,Mismatch,0.5,-0.5
102,15,cond2,9,670,Others,Preposition,Mismatch,0.5,-0.5
102,16,cond3,0,1809,Others,Direct object,Match,-0.5,0.5
102,16,cond3,1,674,Others,Direct object,Match,-0.5,0.5
102,16,cond3,2,670,Others,Direct object,Match,-0.5,0.5
102,16,cond3,3,608,Others,Direct object,Match,-0.5,0.5
102,16,cond3,4,655,Pre-reflexive,Direct object,Match,-0.5,0.5
102,16,cond3,5,625,Reflexive,Direct object,Match,-0.5,0.5
102,16,cond3,6,705,Post-reflexive,Direct object,Match,-0.5,0.5
102,16,cond3,7,511,Others,Direct object,Match,-0.5,0.5
102,16,cond3,8,720,Others,Direct object,Match,-0.5,0.5
102,17,cond4,0,479,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,1,480,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,2,576,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,3,560,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,4,656,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,5,576,Reflexive,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,6,512,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,7,720,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,8,448,Others,Direct object,Mismatch,-0.5,-0.5
102,17,cond4,9,560,Others,Direct object,Mismatch,-0.5,-0.5
102,18,cond1,0,431,Others,Preposition,Match,0.5,0.5
102,18,cond1,1,432,Others,Preposition,Match,0.5,0.5
102,18,cond1,2,416,Others,Preposition,Match,0.5,0.5
102,18,cond1,3,783,Others,Preposition,Match,0.5,0.5
102,18,cond1,4,658,Pre-reflexive,Preposition,Match,0.5,0.5
102,18,cond1,5,416,Reflexive,Preposition,Match,0.5,0.5
102,18,cond1,6,463,Post-reflexive,Preposition,Match,0.5,0.5
102,18,cond1,7,NA,Others,Preposition,Match,0.5,0.5
102,19,cond2,0,398,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,1,640,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,2,529,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,3,656,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,4,721,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
102,19,cond2,5,784,Reflexive,Preposition,Mismatch,0.5,-0.5
102,19,cond2,6,608,Post-reflexive,Preposition,Mismatch,0.5,-0.5
102,19,cond2,7,735,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,8,657,Others,Preposition,Mismatch,0.5,-0.5
102,19,cond2,9,592,Others,Preposition,Mismatch,0.5,-0.5
102,20,cond3,0,383,Others,Direct object,Match,-0.5,0.5
102,20,cond3,1,720,Others,Direct object,Match,-0.5,0.5
102,20,cond3,2,591,Others,Direct object,Match,-0.5,0.5
102,20,cond3,3,529,Others,Direct object,Match,-0.5,0.5
102,20,cond3,4,NA,Pre-reflexive,Direct object,Match,-0.5,0.5
102,20,cond3,5,NA,Reflexive,Direct object,Match,-0.5,0.5
102,20,cond3,6,NA,Post-reflexive,Direct object,Match,-0.5,0.5
102,20,cond3,7,NA,Others,Direct object,Match,-0.5,0.5
102,20,cond3,8,NA,Others,Direct object,Match,-0.5,0.5
102,21,cond4,0,383,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,1,719,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,2,1089,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,3,544,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,4,671,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,5,561,Reflexive,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,6,545,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,7,559,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,8,640,Others,Direct object,Mismatch,-0.5,-0.5
102,21,cond4,9,560,Others,Direct object,Mismatch,-0.5,-0.5
102,22,cond1,0,463,Others,Preposition,Match,0.5,0.5
102,22,cond1,1,784,Others,Preposition,Match,0.5,0.5
102,22,cond1,2,639,Others,Preposition,Match,0.5,0.5
102,22,cond1,3,577,Others,Preposition,Match,0.5,0.5
102,22,cond1,4,816,Pre-reflexive,Preposition,Match,0.5,0.5
102,22,cond1,5,560,Reflexive,Preposition,Match,0.5,0.5
102,22,cond1,6,720,Post-reflexive,Preposition,Match,0.5,0.5
102,22,cond1,7,479,Others,Preposition,Match,0.5,0.5
102,22,cond1,8,609,Others,Preposition,Match,0.5,0.5
102,22,cond1,9,479,Others,Preposition,Match,0.5,0.5
102,23,cond2,0,463,Others,Preposition,Mismatch,0.5,-0.5
102,23,cond2,1,608,Others,Preposition,Mismatch,0.5,-0.5
102,23,cond2,2,592,Others,Preposition,Mismatch,0.5,-0.5
102,23,cond2,3,575,Others,Preposition,Mismatch,0.5,-0.5
102,23,cond2,4,625,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
102,23,cond2,5,512,Reflexive,Preposition,Mismatch,0.5,-0.5
102,23,cond2,6,608,Post-reflexive,Preposition,Mismatch,0.5,-0.5
102,23,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
102,23,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
102,24,cond3,0,383,Others,Direct object,Match,-0.5,0.5
102,24,cond3,1,544,Others,Direct object,Match,-0.5,0.5
102,24,cond3,2,720,Others,Direct object,Match,-0.5,0.5
102,24,cond3,3,671,Others,Direct object,Match,-0.5,0.5
102,24,cond3,4,864,Pre-reflexive,Direct object,Match,-0.5,0.5
102,24,cond3,5,481,Reflexive,Direct object,Match,-0.5,0.5
102,24,cond3,6,481,Post-reflexive,Direct object,Match,-0.5,0.5
102,24,cond3,7,447,Others,Direct object,Match,-0.5,0.5
102,24,cond3,8,656,Others,Direct object,Match,-0.5,0.5
102,24,cond3,9,560,Others,Direct object,Match,-0.5,0.5
102,24,cond3,10,576,Others,Direct object,Match,-0.5,0.5
102,24,cond3,11,593,Others,Direct object,Match,-0.5,0.5
103,1,cond1,0,754,Others,Preposition,Match,0.5,0.5
103,1,cond1,1,755,Others,Preposition,Match,0.5,0.5
103,1,cond1,2,904,Others,Preposition,Match,0.5,0.5
103,1,cond1,3,736,Others,Preposition,Match,0.5,0.5
103,1,cond1,4,1022,Pre-reflexive,Preposition,Match,0.5,0.5
103,1,cond1,5,1152,Reflexive,Preposition,Match,0.5,0.5
103,1,cond1,6,926,Post-reflexive,Preposition,Match,0.5,0.5
103,1,cond1,7,583,Others,Preposition,Match,0.5,0.5
103,1,cond1,8,816,Others,Preposition,Match,0.5,0.5
103,2,cond2,0,721,Others,Preposition,Mismatch,0.5,-0.5
103,2,cond2,1,927,Others,Preposition,Mismatch,0.5,-0.5
103,2,cond2,2,936,Others,Preposition,Mismatch,0.5,-0.5
103,2,cond2,3,943,Others,Preposition,Mismatch,0.5,-0.5
103,2,cond2,4,1546,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,2,cond2,5,1556,Reflexive,Preposition,Mismatch,0.5,-0.5
103,2,cond2,6,716,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,2,cond2,7,825,Others,Preposition,Mismatch,0.5,-0.5
103,2,cond2,8,1499,Others,Preposition,Mismatch,0.5,-0.5
103,3,cond3,0,636,Others,Direct object,Match,-0.5,0.5
103,3,cond3,1,785,Others,Direct object,Match,-0.5,0.5
103,3,cond3,2,783,Others,Direct object,Match,-0.5,0.5
103,3,cond3,3,821,Others,Direct object,Match,-0.5,0.5
103,3,cond3,4,776,Pre-reflexive,Direct object,Match,-0.5,0.5
103,3,cond3,5,728,Reflexive,Direct object,Match,-0.5,0.5
103,3,cond3,6,738,Post-reflexive,Direct object,Match,-0.5,0.5
103,3,cond3,7,614,Others,Direct object,Match,-0.5,0.5
103,3,cond3,8,857,Others,Direct object,Match,-0.5,0.5
103,3,cond3,9,884,Others,Direct object,Match,-0.5,0.5
103,4,cond4,0,845,Others,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,1,809,Others,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,2,1016,Others,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,3,1268,Others,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,4,1246,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,5,768,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,6,661,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,4,cond4,7,1281,Others,Direct object,Mismatch,-0.5,-0.5
103,5,cond1,0,614,Others,Preposition,Match,0.5,0.5
103,5,cond1,1,659,Others,Preposition,Match,0.5,0.5
103,5,cond1,2,808,Others,Preposition,Match,0.5,0.5
103,5,cond1,3,883,Others,Preposition,Match,0.5,0.5
103,5,cond1,4,925,Pre-reflexive,Preposition,Match,0.5,0.5
103,5,cond1,5,1238,Reflexive,Preposition,Match,0.5,0.5
103,5,cond1,6,973,Post-reflexive,Preposition,Match,0.5,0.5
103,5,cond1,7,748,Others,Preposition,Match,0.5,0.5
103,5,cond1,8,687,Others,Preposition,Match,0.5,0.5
103,6,cond2,0,591,Others,Preposition,Mismatch,0.5,-0.5
103,6,cond2,1,768,Others,Preposition,Mismatch,0.5,-0.5
103,6,cond2,2,969,Others,Preposition,Mismatch,0.5,-0.5
103,6,cond2,3,1051,Others,Preposition,Mismatch,0.5,-0.5
103,6,cond2,4,876,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,6,cond2,5,1232,Reflexive,Preposition,Mismatch,0.5,-0.5
103,6,cond2,6,839,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,6,cond2,7,763,Others,Preposition,Mismatch,0.5,-0.5
103,6,cond2,8,996,Others,Preposition,Mismatch,0.5,-0.5
103,7,cond3,0,870,Others,Direct object,Match,-0.5,0.5
103,7,cond3,1,914,Others,Direct object,Match,-0.5,0.5
103,7,cond3,2,910,Others,Direct object,Match,-0.5,0.5
103,7,cond3,3,914,Others,Direct object,Match,-0.5,0.5
103,7,cond3,4,824,Pre-reflexive,Direct object,Match,-0.5,0.5
103,7,cond3,5,782,Reflexive,Direct object,Match,-0.5,0.5
103,7,cond3,6,519,Post-reflexive,Direct object,Match,-0.5,0.5
103,7,cond3,7,660,Others,Direct object,Match,-0.5,0.5
103,7,cond3,8,802,Others,Direct object,Match,-0.5,0.5
103,7,cond3,9,1062,Others,Direct object,Match,-0.5,0.5
103,8,cond4,0,829,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,1,1036,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,2,1251,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,3,808,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,4,1106,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,5,840,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,6,709,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,7,831,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,8,938,Others,Direct object,Mismatch,-0.5,-0.5
103,8,cond4,9,772,Others,Direct object,Mismatch,-0.5,-0.5
103,9,cond1,0,878,Others,Preposition,Match,0.5,0.5
103,9,cond1,1,1048,Others,Preposition,Match,0.5,0.5
103,9,cond1,2,697,Others,Preposition,Match,0.5,0.5
103,9,cond1,3,854,Others,Preposition,Match,0.5,0.5
103,9,cond1,4,1218,Pre-reflexive,Preposition,Match,0.5,0.5
103,9,cond1,5,981,Reflexive,Preposition,Match,0.5,0.5
103,9,cond1,6,901,Post-reflexive,Preposition,Match,0.5,0.5
103,9,cond1,7,1086,Others,Preposition,Match,0.5,0.5
103,9,cond1,8,1864,Others,Preposition,Match,0.5,0.5
103,10,cond2,0,595,Others,Preposition,Mismatch,0.5,-0.5
103,10,cond2,1,1223,Others,Preposition,Mismatch,0.5,-0.5
103,10,cond2,2,914,Others,Preposition,Mismatch,0.5,-0.5
103,10,cond2,3,836,Others,Preposition,Mismatch,0.5,-0.5
103,10,cond2,4,1105,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,10,cond2,5,679,Reflexive,Preposition,Mismatch,0.5,-0.5
103,10,cond2,6,NA,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,10,cond2,7,NA,Others,Preposition,Mismatch,0.5,-0.5
103,10,cond2,8,NA,Others,Preposition,Mismatch,0.5,-0.5
103,11,cond3,0,660,Others,Direct object,Match,-0.5,0.5
103,11,cond3,1,683,Others,Direct object,Match,-0.5,0.5
103,11,cond3,2,927,Others,Direct object,Match,-0.5,0.5
103,11,cond3,3,927,Others,Direct object,Match,-0.5,0.5
103,11,cond3,4,1023,Pre-reflexive,Direct object,Match,-0.5,0.5
103,11,cond3,5,887,Reflexive,Direct object,Match,-0.5,0.5
103,11,cond3,6,981,Post-reflexive,Direct object,Match,-0.5,0.5
103,11,cond3,7,590,Others,Direct object,Match,-0.5,0.5
103,11,cond3,8,1226,Others,Direct object,Match,-0.5,0.5
103,11,cond3,9,525,Others,Direct object,Match,-0.5,0.5
103,12,cond4,0,693,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,1,794,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,2,1248,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,3,856,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,4,2329,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,5,1223,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,6,794,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,7,946,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,8,1074,Others,Direct object,Mismatch,-0.5,-0.5
103,12,cond4,9,888,Others,Direct object,Mismatch,-0.5,-0.5
103,13,cond1,0,825,Others,Preposition,Match,0.5,0.5
103,13,cond1,1,860,Others,Preposition,Match,0.5,0.5
103,13,cond1,2,842,Others,Preposition,Match,0.5,0.5
103,13,cond1,3,905,Others,Preposition,Match,0.5,0.5
103,13,cond1,4,959,Pre-reflexive,Preposition,Match,0.5,0.5
103,13,cond1,5,687,Reflexive,Preposition,Match,0.5,0.5
103,13,cond1,6,617,Post-reflexive,Preposition,Match,0.5,0.5
103,13,cond1,7,460,Others,Preposition,Match,0.5,0.5
103,13,cond1,8,675,Others,Preposition,Match,0.5,0.5
103,13,cond1,9,966,Others,Preposition,Match,0.5,0.5
103,13,cond1,10,624,Others,Preposition,Match,0.5,0.5
103,14,cond2,0,615,Others,Preposition,Mismatch,0.5,-0.5
103,14,cond2,1,748,Others,Preposition,Mismatch,0.5,-0.5
103,14,cond2,2,686,Others,Preposition,Mismatch,0.5,-0.5
103,14,cond2,3,836,Others,Preposition,Mismatch,0.5,-0.5
103,14,cond2,4,1092,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,14,cond2,5,714,Reflexive,Preposition,Mismatch,0.5,-0.5
103,14,cond2,6,808,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,14,cond2,7,964,Others,Preposition,Mismatch,0.5,-0.5
103,15,cond3,0,621,Others,Direct object,Match,-0.5,0.5
103,15,cond3,1,1125,Others,Direct object,Match,-0.5,0.5
103,15,cond3,2,1184,Others,Direct object,Match,-0.5,0.5
103,15,cond3,3,1071,Others,Direct object,Match,-0.5,0.5
103,15,cond3,4,3096,Pre-reflexive,Direct object,Match,-0.5,0.5
103,15,cond3,5,1149,Reflexive,Direct object,Match,-0.5,0.5
103,15,cond3,6,864,Post-reflexive,Direct object,Match,-0.5,0.5
103,15,cond3,7,777,Others,Direct object,Match,-0.5,0.5
103,15,cond3,8,799,Others,Direct object,Match,-0.5,0.5
103,15,cond3,9,764,Others,Direct object,Match,-0.5,0.5
103,16,cond4,0,759,Others,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,1,1040,Others,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,2,1207,Others,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,3,1305,Others,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,4,729,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,5,774,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,6,1426,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,7,1033,Others,Direct object,Mismatch,-0.5,-0.5
103,16,cond4,8,1412,Others,Direct object,Mismatch,-0.5,-0.5
103,17,cond1,0,3059,Others,Preposition,Match,0.5,0.5
103,17,cond1,1,889,Others,Preposition,Match,0.5,0.5
103,17,cond1,2,1599,Others,Preposition,Match,0.5,0.5
103,17,cond1,3,976,Others,Preposition,Match,0.5,0.5
103,17,cond1,4,1074,Pre-reflexive,Preposition,Match,0.5,0.5
103,17,cond1,5,2895,Reflexive,Preposition,Match,0.5,0.5
103,17,cond1,6,751,Post-reflexive,Preposition,Match,0.5,0.5
103,17,cond1,7,799,Others,Preposition,Match,0.5,0.5
103,17,cond1,8,746,Others,Preposition,Match,0.5,0.5
103,17,cond1,9,647,Others,Preposition,Match,0.5,0.5
103,18,cond2,0,578,Others,Preposition,Mismatch,0.5,-0.5
103,18,cond2,1,897,Others,Preposition,Mismatch,0.5,-0.5
103,18,cond2,2,1212,Others,Preposition,Mismatch,0.5,-0.5
103,18,cond2,3,825,Others,Preposition,Mismatch,0.5,-0.5
103,18,cond2,4,851,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,18,cond2,5,882,Reflexive,Preposition,Mismatch,0.5,-0.5
103,18,cond2,6,546,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,18,cond2,7,985,Others,Preposition,Mismatch,0.5,-0.5
103,19,cond3,0,527,Others,Direct object,Match,-0.5,0.5
103,19,cond3,1,922,Others,Direct object,Match,-0.5,0.5
103,19,cond3,2,1043,Others,Direct object,Match,-0.5,0.5
103,19,cond3,3,891,Others,Direct object,Match,-0.5,0.5
103,19,cond3,4,1189,Pre-reflexive,Direct object,Match,-0.5,0.5
103,19,cond3,5,1458,Reflexive,Direct object,Match,-0.5,0.5
103,19,cond3,6,809,Post-reflexive,Direct object,Match,-0.5,0.5
103,19,cond3,7,1338,Others,Direct object,Match,-0.5,0.5
103,19,cond3,8,819,Others,Direct object,Match,-0.5,0.5
103,19,cond3,9,924,Others,Direct object,Match,-0.5,0.5
103,20,cond4,0,668,Others,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,1,740,Others,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,2,1704,Others,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,3,920,Others,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,4,1087,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,5,1134,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,6,1067,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,7,657,Others,Direct object,Mismatch,-0.5,-0.5
103,20,cond4,8,1296,Others,Direct object,Mismatch,-0.5,-0.5
103,21,cond1,0,586,Others,Preposition,Match,0.5,0.5
103,21,cond1,1,996,Others,Preposition,Match,0.5,0.5
103,21,cond1,2,744,Others,Preposition,Match,0.5,0.5
103,21,cond1,3,1369,Others,Preposition,Match,0.5,0.5
103,21,cond1,4,1541,Pre-reflexive,Preposition,Match,0.5,0.5
103,21,cond1,5,928,Reflexive,Preposition,Match,0.5,0.5
103,21,cond1,6,767,Post-reflexive,Preposition,Match,0.5,0.5
103,21,cond1,7,1088,Others,Preposition,Match,0.5,0.5
103,21,cond1,8,780,Others,Preposition,Match,0.5,0.5
103,21,cond1,9,846,Others,Preposition,Match,0.5,0.5
103,22,cond2,0,534,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,1,760,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,2,987,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,3,1298,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,4,956,Pre-reflexive,Preposition,Mismatch,0.5,-0.5
103,22,cond2,5,688,Reflexive,Preposition,Mismatch,0.5,-0.5
103,22,cond2,6,720,Post-reflexive,Preposition,Mismatch,0.5,-0.5
103,22,cond2,7,937,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,8,611,Others,Preposition,Mismatch,0.5,-0.5
103,22,cond2,9,1123,Others,Preposition,Mismatch,0.5,-0.5
103,23,cond3,0,753,Others,Direct object,Match,-0.5,0.5
103,23,cond3,1,810,Others,Direct object,Match,-0.5,0.5
103,23,cond3,2,1349,Others,Direct object,Match,-0.5,0.5
103,23,cond3,3,776,Others,Direct object,Match,-0.5,0.5
103,23,cond3,4,1704,Pre-reflexive,Direct object,Match,-0.5,0.5
103,23,cond3,5,791,Reflexive,Direct object,Match,-0.5,0.5
103,23,cond3,6,661,Post-reflexive,Direct object,Match,-0.5,0.5
103,23,cond3,7,682,Others,Direct object,Match,-0.5,0.5
103,23,cond3,8,834,Others,Direct object,Match,-0.5,0.5
103,24,cond4,0,495,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,1,795,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,2,1061,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,3,979,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,4,3152,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,5,888,Reflexive,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,6,783,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,7,670,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,8,771,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,9,540,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,10,1323,Others,Direct object,Mismatch,-0.5,-0.5
103,24,cond4,11,788,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,0,398,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,1,694,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,2,901,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,3,507,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,4,602,Pre-reflexive,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,5,1502,Reflexive,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,6,1220,Post-reflexive,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,7,NA,Others,Direct object,Mismatch,-0.5,-0.5
104,1,cond4,8,NA,Others,Direct object,Mismatch,-0.5,-0.5
104,2,cond1,0,383,Others,Preposition,Match,0.5,0.5
104,2,cond1,1,573,Others,Preposition,Match,0.5,0.5
104,2,cond1,2,590,Others,Preposition,Match,0.5,0.5
104,2,cond1,3,525,Others,Preposition,Match,0.5,0.5
104,2,cond1,4,632,Pre-reflexive,Preposition,Match,0.5,0.5
104,2,cond1,5,741,Reflexive,Preposition,Match,0.5,0.5
